curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units
236,8,8,-0.007305998250746631,8.995333588214041,90.12114484798059,12871.499853963598,N
237,7,7,0,4.98839907192575,82.75093115492407,15276.2405790605,N
238,7,7,0.006655345381012979,5.804992490650121,111.28423446823902,6865.871234365972,N
239,5,5,0.0259692991732128,3.743095756872271,149.096509589482,10392.3806265307,N
240,6,6,0.0014787726187268598,1.80726996592828,193.825529996315,5140.25397163524,N
241,6,6,0,1.80778032036613,162.2737659293379,13025.8806127997,N
242,7,7,0.0032482598607890306,1.4032482598607898,90.02039474175629,5569.364610525811,N
243,6,6,-1.2315270935958595e-4,1.19573891625616,124.976410063433,9928.1059632567285,N
244,7,7,0.00277539152844763,6.01044075860702,110.295736071707,16987.3351282432,N
245,12,12,26.922832443427396,205.80186880244102,1.0145982827632798,554.9292231231849,CFU
246,11,11,13.978494623655902,198.38709677419402,1.0447325715100801,1666.08119392629,CFU
247,13,13,12.5123548307388,206.42914504571303,1.01895678358003,1953.6697161943798,CFU
248,11,11,21.4562674802949,124.86810322908701,1.3233855143005602,1747.9231223148297,CFU
249,9,9,26.344086021505298,118.81720430107502,4.314539066499588,1153.88261516185,CFU
250,12,12,8.71324437855202,125.02625401532,2.48630611748292,2222.91076165443,CFU
251,9,9,7.185990338164249,61.42257818459191,1.2918026517151397,2198.7673215157097,CFU
252,9,9,6.989247311827971,55.91397849462359,3.1670108612222005,922.379495488011,CFU
253,9,9,6.9526809982703,61.51470224857921,2.0849435572844603,2529.25671791876,CFU
254,10,10,50.33848207475209,653.7503178235439,1.0145982827632798,26.4528080952361,CFU
255,9,9,98.92473118279568,566.6666666666671,1.04734832520669,823.1828035759061,CFU
256,10,10,50.33358042994809,581.4677538917718,0.9953161678336497,663.582098863891,CFU
257,7,7,150.48468090516099,605.4649758454109,1.76835247702619,296.136724874978,CFU
258,8,8,74.19354838709678,590.8602150537628,1.0593329418102102,301.02002603050397,CFU
259,6,6,151.44242648875704,530.643068939956,3.2952705139848595,461.18663854075197,CFU
260,14,14,-0.648360030511071,381.0815535214849,0.9903846898248398,435.848491322112,CFU
261,14,14,1.0752688172042897,324.7311827956989,1.02943205969681,1491.55860258709,CFU
262,14,14,-0.09729429206821294,335.18192488262895,1.01895678358003,1600.28060711964,CFU
263,23,23,-0.9237875288686149,480.369515011547,0.005327174749806931,0.227621247113164,OD_595
264,13,13,1.10233913539358,144.088542892868,0.00795755968169809,0.23076923076923206,OD_595
