curve_num,n_points,n_unique_time,time_min,time_max,pop_min,pop_max,PopBio_units,has_nonpositive,has_decline
269,15,15,0.00525469168900372,143.969544235925,0.0187667560321723,0.23860589812332503,OD_595,FALSE,TRUE
270,29,29,-0.02793783830972529,670.66876200454,0.00521739130434761,0.222608695652174,OD_595,FALSE,TRUE
271,23,23,0.91889634161322,479.23638239846696,0.00262278568094132,0.32786663718336206,OD_595,FALSE,TRUE
272,16,16,0.269726922432575,143.443415982577,0.01861702127659549,0.5664893617021268,OD_595,FALSE,TRUE
273,16,16,0.2860053619302931,143.959034852547,0.0214477211796251,0.227882037533512,OD_595,FALSE,TRUE
274,29,29,-0.03143006809844451,670.563995110878,0.00695652173913031,0.264347826086957,OD_595,FALSE,FALSE
275,12,12,13.9169095221953,950.6422106527828,1183.86816923108,20823.026744974,N,FALSE,FALSE
276,12,12,14.978442338299502,950.8818724369,742.2315793873571,20409.300511277495,N,FALSE,FALSE
277,13,13,11.878438302269602,1014.24465708665,1250.7716536537205,20578.798221732,N,FALSE,TRUE
278,13,13,28.6492947645229,1036.09454972117,773.68482476144,21928.303171879197,N,FALSE,TRUE
279,13,13,16.179775280898603,1014.34067949188,1134.7517730495,19420.48810601101,N,FALSE,TRUE
280,13,13,16.179775280898802,1014.83311871869,1267.60563380283,14565.0226646591,N,FALSE,FALSE
281,13,13,10.7865168539327,1019.32584269663,1134.7517730496802,13861.749479133803,N,FALSE,TRUE
282,13,13,16.179775280898603,1014.80745507285,1267.60563380283,14074.231469203702,N,FALSE,TRUE
283,14,14,16.179775280898603,1014.29266828927,610.4072037612789,14036.9875890781,N,FALSE,TRUE
284,12,12,10.7865168539327,1013.93258426966,1267.6056338028,15310.4233710871,N,FALSE,TRUE
285,11,11,12.1581320824687,849.929471845639,87.80208861173008,5042.720573872821,N,FALSE,TRUE
286,11,11,10.7322589765339,849.0132880972579,113.85137339340898,5631.67999342727,N,FALSE,FALSE
287,11,11,11.4786004882021,849.3656631407648,113.344182262081,6761.676159479362,N,FALSE,TRUE
288,12,12,12.050474226804004,1014.70784094256,175.767354043084,5012.71878048321,N,FALSE,FALSE
289,12,12,12.659340659339302,1014.85714285714,285.9584859582249,6694.627594627291,N,FALSE,TRUE
290,11,11,13.455672693084605,1015.89186356561,145.712799310917,19699.664375547294,N,FALSE,FALSE
291,11,11,13.5052634823759,1015.9414543549,156.605197702724,22285.20673013,N,FALSE,FALSE
292,11,11,12.0496948259129,1015.99104514419,1009.40388628522,21625.627579976193,N,FALSE,FALSE
293,11,11,13.6044450609591,1013.03031704197,117.01914844961,26877.1884434779,N,FALSE,TRUE
294,10,10,-22.902868147292303,972.7090376308572,-668.2839359007781,20215.0786919774,N,TRUE,FALSE
295,11,11,8.10796462920274,1014.6939736346502,379.5735884514139,20106.621466196695,N,FALSE,FALSE
296,10,10,41.41281840480259,1045.9733123248798,1171.2945735114,23933.2728939867,N,FALSE,FALSE
297,11,11,11.5479750106606,1012.47900643743,583.2577291979248,23971.085912863204,N,FALSE,FALSE
298,11,11,13.1027252457075,1011.52515759622,247.620090941506,21030.2959487668,N,FALSE,FALSE
299,11,11,12.148876404496397,1010.571308755,181.64334218624597,21756.040185071502,N,FALSE,FALSE
300,14,14,1.40679953106678,128.018757327081,48.5595873508849,953024843.747442,N,FALSE,FALSE
301,17,17,2.81359906213356,96.1313012895662,66.80336882367278,1720052607.18758,N,FALSE,TRUE
302,15,15,1.8757327080890296,58.147713950762,82.65242665725658,1727792637.3875098,N,FALSE,FALSE
303,14,14,-0.468933177022336,30.949589683469995,41.4076900447241,1478475784.4209,N,FALSE,FALSE
304,9,9,0.937866354044502,383.118405627198,35.29372093647751,108878.686522555,N,FALSE,FALSE
305,20,20,0.937866354044473,337.162954279015,39.2553621304904,417077044.6448691,N,FALSE,FALSE
